BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4185,62, ,S1,35 101 AVE, ,11208,1,1,2,928,1788,1920,1,S1,0,02/07/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4192,30, ,A5,406 CHESTNUT STREET, ,11208,1,0,1,2000,1704,1899,1,A5,280000,12/15/2016
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4197,23, ,A5,452 CRESCENT STREET, ,11208,1,0,1,3600,1504,1930,1,A5,450000,11/10/2016
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4198,13, ,S1,1062 LIBERTY AVENUE, ,11208,1,1,2,2000,2000,1920,1,S1,483000,11/10/2016
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4201,20, ,S1,1108 LIBERTY AVENUE, ,11208,1,1,2,2500,1400,1925,1,S1,535000,01/31/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4209,24, ,A9,180 FOUNTAIN AVENUE, ,11208,1,0,1,2000,1065,1920,1,A9,152000,01/05/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4209,24, ,A9,180 FOUNTAIN AVENUE, ,11208,1,0,1,2000,1065,1920,1,A9,0,12/29/2016
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4209,24, ,A9,180 FOUNTAIN AVENUE, ,11208,1,0,1,2000,1065,1920,1,A9,0,12/27/2016
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4209,24, ,A9,180 FOUNTAIN AVENUE, ,11208,1,0,1,2000,1065,1920,1,A9,0,12/22/2016
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4215,10, ,A1,387 PINE STREET, ,11208,1,0,1,2500,1798,1901,1,A1,0,09/01/2016
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4231,6, ,A9,501 CHESTNUT STREET, ,11208,1,0,1,1587,1872,1899,1,A9,0,07/06/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4242,20, ,A5,284 FORBELL STREET, ,11208,1,0,1,2010,1360,1960,1,A5,0,07/31/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4242,20, ,A5,284 FORBELL STREET, ,11208,1,0,1,2010,1360,1960,1,A5,0,06/26/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4245,28, ,A1,526 LOGAN STREET, ,11208,1,0,1,2000,1008,1910,1,A1,41500,10/11/2016
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4249,28, ,A5,142 DOSCHER STREET, ,11208,1,0,1,1264,1088,1960,1,A5,10,01/20/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4257,38, ,A2,1451 SUTTER AVENUE, ,11208,1,0,1,6000,960,1960,1,A2,900000,08/07/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4268,18, ,A9,617 CRESCENT ST, ,11208,1,0,1,1644,1432,1955,1,A9,0,12/12/2016
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4274,14, ,A2,689 ELDERT LANE, ,11208,1,0,1,2000,1540,1910,1,A2,379000,08/14/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4282,35, ,A5,678 CRESCENT STREET, ,11208,1,0,1,2000,1537,1965,1,A5,0,04/27/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4284,37, ,A1,708 AUTUMN AVENUE, ,11208,1,0,1,1800,2214,1960,1,A1,313500,11/28/2016
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4284,53, ,A2,1369 DUMONT AVENUE, ,11208,1,0,1,1700,720,1910,1,A2,330000,10/27/2016
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4294,107, ,A5,431 HEGEMAN AVENUE, ,11207,1,0,1,1802,1350,2000,1,A5,0,04/12/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4297,67, ,A5,663 GEORGIA AVENUE, ,11207,1,0,1,2000,1580,1899,1,A5,618000,05/24/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4297,67, ,A5,663 GEORGIA AVENUE, ,11207,1,0,1,2000,1580,1899,1,A5,325000,12/01/2016
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4297,77, ,A5,639 GEORGIA, ,11207,1,0,1,2033,1580,1899,1,A5,250000,07/27/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4299,32, ,A5,754 NEW JERSEY AVENUE, ,11207,1,0,1,1853,1444,1925,1,A5,449000,01/10/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4300,22, ,A5,726 VERMONT STREET, ,11207,1,0,1,1583,1056,1920,1,A5,375000,04/13/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4300,27, ,A5,736 VERMONT STREET, ,11207,1,0,1,1583,1026,1920,1,A5,441800,12/01/2016
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4301,55, ,A5,771 VERMONT STREET, ,11207,1,0,1,1600,1344,1920,1,A5,0,06/15/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4301,55, ,A5,771 VERMONT STREET, ,11207,1,0,1,1600,1344,1920,1,A5,470000,12/19/2016
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4301,69, ,A5,743 VERMONT STREET, ,11207,1,0,1,1600,1176,1920,1,A5,387000,10/11/2016
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4301,71, ,A5,739 VERMONT STREET, ,11207,1,0,1,1600,1402,1920,1,A5,230000,03/27/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4307,25, ,A9,634 JEROME STREET, ,11207,1,0,1,980,918,1920,1,A9,10,05/02/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4307,26, ,A5,638 JEROME STREET, ,11207,1,0,1,3138,1600,1920,1,A5,495000,03/21/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4309,45, ,A1,745 BARBEY STREET, ,11207,1,0,1,2000,1300,1925,1,A1,440000,01/27/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4312,4, ,S1,744 NEW LOTS AVENUE, ,11207,1,1,2,1800,2244,1930,1,S1,0,07/21/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4318,112, ,A5,1811 LINDEN BLVD, ,11207,1,0,1,1710,1330,2001,1,A5,375000,11/03/2016
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4320,23, ,A5,766 GEORGIA AVENUE, ,11207,1,0,1,2000,1560,1920,1,A5,285000,06/30/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4320,24, ,A5,768 GEORGIA AVENUE, ,11207,1,0,1,2000,1560,1920,1,A5,0,07/26/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4332,23, ,A5,734 JEROME STREET, ,11207,1,0,1,1792,1258,1960,1,A5,180000,12/14/2016
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4333,29, ,A5,2201 LINDEN BOULEVARD, ,11207,1,0,1,1460,1216,1960,1,A5,0,04/10/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4333,48, ,A1,731 JEROME STREET, ,11207,1,0,1,2000,1036,1925,1,A1,328600,07/24/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4381,21, ,A5,988 CLEVELAND STREET, ,11208,1,0,1,1800,1224,1960,1,A5,230000,02/02/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4419,25, ,A5,1050 HENDRIX STREET, ,11207,1,0,1,1440,1088,1960,1,A5,380000,06/15/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4420,28, ,A5,1012 SCHENCK AVENUE, ,11207,1,0,1,1648,1088,1960,1,A5,0,09/23/2016
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4421,30, ,A5,1019 SCHENCK AVENUE, ,11207,1,0,1,2430,1088,1960,1,A5,475000,03/30/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4421,55, ,A5,969 SCHENCK AVENUE, ,11207,1,0,1,1584,1088,1960,1,A5,0,05/19/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4456,35, ,A1,466 MILFORD STREET, ,11208,1,0,1,4000,1200,1920,1,A1,550000,01/09/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4461,14, ,A5,650 PINE STREET, ,11208,1,0,1,2600,1296,1960,1,A5,0,01/27/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4461,116, ,A5,654 PINE STREET, ,11208,1,0,1,1800,1296,1960,1,A5,402000,07/10/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4462,103, ,A5,1316 DUMONT AVE, ,11208,1,0,1,1360,1120,1960,1,A5,0,02/25/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4479,16, ,A1,502 MILFORD STREET, ,11208,1,0,1,2000,1664,1920,1,A1,610000,03/21/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4502,51, ,A1,549 MONTAUK AVENUE, ,11208,1,0,1,2500,1304,1920,1,A1,305000,07/14/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4506,42, ,A1,843 EUCLID AVENUE, ,11208,1,0,1,3000,680,1925,1,A1,265000,06/14/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4531,12, ,A1,954 LINCOLN AVENUE, ,11208,1,0,1,2000,675,1925,1,A1,340000,11/30/2016
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4547,13, ,A9,974 CRESCENT STREET, ,11208,1,0,1,4000,1250,1993,1,A9,0,03/08/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4549,2, ,A2,760 WORTMAN AVE, ,11208,1,0,1,1900,1015,1920,1,A2,420000,07/05/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4565,90, ,A1,188 OLD MILL ROAD, ,11208,1,0,1,1980,900,1930,1,A1,10000,06/08/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3690,25, ,B3,453 LIBERTY AVENUE, ,11207,2,0,2,2500,1815,1910,1,B3,740597,06/01/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3705,34, ,B3,238 VERMONT STREET, ,11207,2,0,2,1725,1148,1901,1,B3,253500,11/03/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3705,42, ,S2,421 GLENMORE AVENUE, ,11207,2,1,3,2865,2584,2000,1,S2,630000,01/03/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3706,6, ,B1,245 VERMONT ST, ,11207,2,0,2,2067,1916,1901,1,B1,2500,03/29/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3706,23, ,B2,178 WYONA STREET, ,11207,2,0,2,1520,1610,1901,1,B2,656000,06/16/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3720,26, ,B1,206 PENNSYLVANIA AVENUE, ,11207,2,0,2,2500,2200,1930,1,B1,369000,06/22/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3722,1, ,B2,293 NEW JERSEY AVENUE, ,11207,2,0,2,2500,1688,1910,1,B2,580000,07/13/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3722,1, ,B2,293 NEW JERSEY AVENUE, ,11207,2,0,2,2500,1688,1910,1,B2,350000,02/01/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3722,1, ,B2,293 NEW JERSEY AVENUE, ,11207,2,0,2,2500,1688,1910,1,B2,0,12/09/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3722,1, ,B2,293 NEW JERSEY AVENUE, ,11207,2,0,2,2500,1688,1910,1,B2,270000,10/27/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3722,26, ,B1,292 VERMONT STREET, ,11207,2,0,2,1875,1880,1901,1,B1,320000,03/13/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3724,6, ,B1,241 WYONA STREET, ,11207,2,0,2,2233,1650,1910,1,B1,670161,02/15/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3724,15, ,B1,478 GLENMORE AVE, ,11207,2,0,2,2500,1120,1910,1,B1,528000,12/23/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3738,5, ,B1,271 PENNSYLVANIA, ,11207,2,0,2,1620,2000,1910,1,B1,466369,06/16/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3738,5, ,B1,271 PENNSYLVANIA AVE, ,11207,2,0,2,1620,2000,1910,1,B1,0,06/16/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3738,5, ,B1,271 PENNSYLVANIA AVENUE, ,11207,2,0,2,1620,2000,1910,1,B1,779899,09/29/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3741,31, ,B1,296 BRADFORD STREET, ,11207,2,0,2,2000,2000,1930,1,B1,0,06/06/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3742,3, ,B1,313 BRADFORD STREET, ,11207,2,0,2,2000,2000,1930,1,B1,649000,07/20/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3751,33, ,S2,553 SUTTER AVENUE, ,11207,2,1,3,2500,4750,1930,1,S2,0,10/14/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3752,40, ,S2,579 SUTTER, ,11207,2,1,3,1360,2820,1935,1,S2,700000,11/04/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3753,39, ,S2,605 SUTTER AVE, ,11207,2,1,3,1324,3042,1935,1,S2,350000,09/21/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3755,14, ,B1,299 PENNSYLVANIA AVENUE, ,11207,2,0,2,1900,950,1899,1,B1,600000,06/30/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3756,9, ,B1,381 NEW JERSEY AVENUE, ,11207,2,0,2,2000,2000,1910,1,B1,735000,01/05/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3756,9, ,B1,381 NEW JERSEY AVENUE, ,11207,2,0,2,2000,2000,1910,1,B1,330000,09/09/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3756,12, ,B1,375 NEW JERSEY AVENUE, ,11207,2,0,2,2250,2018,1910,1,B1,0,05/22/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3757,36, ,B1,340 WYONA STREET, ,11207,2,0,2,2000,2000,1910,1,B1,695000,10/14/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3758,20, ,B3,325 WYONA STREET, ,11207,2,0,2,1800,2268,1901,1,B3,485000,09/22/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3758,27, ,B2,334 BRADFORD STREET, ,11207,2,0,2,3000,2039,1930,1,B2,420000,01/25/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3758,38, ,B1,354 BRADFORD, ,11207,2,0,2,1900,2850,1901,1,B1,275000,04/04/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3758,40, ,B1,358 BRADFORD STREET, ,11207,2,0,2,1900,1900,1901,1,B1,55000,04/26/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3759,15, ,B1,335 BRADFORD STREET, ,11207,2,0,2,2000,2080,1930,1,B1,300000,09/27/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3765,125, ,B1,288 SNEDIKER AVENUE, ,11207,2,0,2,1800,2700,1930,1,B1,325000,07/20/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3776,13, ,B1,399 BRADFORD STREET, ,11207,2,0,2,2000,1960,1930,1,B1,0,10/27/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3776,20, ,B1,383 BRADFORD STREET, ,11207,2,0,2,2000,1880,1930,1,B1,10,06/23/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3776,20, ,B1,383 BRADFORD STREET, ,11207,2,0,2,2000,1880,1930,1,B1,506255,03/30/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3776,26, ,B1,748 SUTTER AVENUE, ,11207,2,0,2,910,1959,1925,1,B1,80000,06/23/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3776,26, ,B1,748 SUTTER AVENUE, ,11207,2,0,2,910,1959,1925,1,B1,30000,10/06/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3776,40, ,B1,456 MILLER AVENUE, ,11207,2,0,2,2000,1880,1930,1,B1,665000,05/25/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3776,40, ,B1,456 MILLER AVENUE, ,11207,2,0,2,2000,1880,1930,1,B1,411000,10/26/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3791,15, ,B1,487 VERMONT STREET, ,11207,2,0,2,2000,2000,1910,1,B1,317700,06/12/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3792,42, ,B1,466 BRADFORD STREET, ,11207,2,0,2,2000,1520,1901,1,B1,280000,02/10/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3805,31, ,B1,464 PENNSYLVANIA AVENUE, ,11207,2,0,2,3000,2240,1910,1,B1,460000,02/24/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3806,6, ,B9,497 PENNSYLVANIA AVENUE, ,11207,2,0,2,2000,2700,1901,1,B9,262300,07/24/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3806,6, ,B9,497 PENNSYLVANIA AVENUE, ,11207,2,0,2,2000,2700,1901,1,B9,0,07/24/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3808,49, ,B9,536 WYONA STREET, ,11207,2,0,2,2000,2760,2005,1,B9,430000,08/02/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3810,21, ,B1,758 DUMONT AVENUE, ,11207,2,0,2,2033,2605,1910,1,B1,745000,05/31/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3810,23, ,B1,764 DUMONT AVENUE, ,11207,2,0,2,2533,2440,1910,1,B1,0,10/13/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3821,14, ,B1,517 GEORGIA, ,11207,2,0,2,2340,2000,1910,1,B1,550000,08/30/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3821,14, ,B1,517 GEORGIA AVENUE, ,11207,2,0,2,2340,2000,1910,1,B1,950000,05/12/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3821,15, ,B1,515 GEORGIA, ,11207,2,0,2,2340,2000,1910,1,B1,550000,08/29/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3821,15, ,B1,515 GEORGIA AVENUE, ,11207,2,0,2,2340,2000,1910,1,B1,0,05/12/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3821,46, ,B1,548 SHEFFIELD AVENUE, ,11207,2,0,2,2730,2000,1910,1,B1,600000,10/12/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3822,44, ,B1,552 PENNSYLVANIA AVENUE, ,11207,2,0,2,2383,2400,1910,1,B1,790000,10/14/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3822,45, ,B1,554 PENNSYLVANIA AVENUE, ,11207,2,0,2,2400,2400,1910,1,B1,551891,04/28/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3825,16, ,B9,605 VERMONT STREET, ,11207,2,0,2,2500,3198,1930,1,B9,0,07/24/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3825,38, ,B1,570 WYONA STREET, ,11207,2,0,2,2425,2320,1910,1,B1,0,03/31/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3827,28, ,S2,618 MILLER AVENUE, ,11207,2,1,3,1600,4320,2007,1,S2,703100,10/07/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3833,48, ,B1,427 NEWPORT STREET, ,11207,2,0,2,2325,2080,1901,1,B1,200000,03/08/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3834,1, ,B1,557 SNEDIKER AVENUE, ,11207,2,0,2,2700,2160,1910,1,B1,425000,11/02/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3834,37, ,B1,451 NEWPORT STREET, ,11207,2,0,2,2250,1672,1901,1,B1,0,08/07/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3834,37, ,B1,451 NEWPORT STREET, ,11207,2,0,2,2250,1672,1901,1,B1,261250,05/09/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3839,11, ,B1,597 SHEFFIELD AVENUE, ,11207,2,0,2,2375,2200,1910,1,B1,570000,01/24/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3851,8, ,B1,591 SNEDIKER AVENUE, ,11207,2,0,2,2200,1760,1910,1,B1,640000,09/20/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3865,57, ,B1,1731 LINDEN BOULEVARD, ,11207,2,0,2,2100,1760,1910,1,B1,635000,10/26/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3866,19, ,B1,641 SNEDIKER AVENUE, ,11207,2,0,2,2292,2052,1993,1,B1,0,03/10/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3875,47, ,B1,772 WILLIAMS AVE, ,11207,2,0,2,2000,1832,1905,1,B1,0,07/20/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3961,23, ,B1,182 LIBERTY AVENUE, ,11207,2,0,2,2500,2180,1901,1,B1,0,01/18/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3961,29, ,B2,495 LIBERTY AVENUE, ,11207,2,0,2,2500,1716,1901,1,B2,650000,01/31/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3965,21, ,B2,220 JEROME STREET, ,11207,2,0,2,2605,1921,1901,1,B2,0,11/30/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3971,15, ,B2,323 LINWOOD STREET, ,11208,2,0,2,2500,1500,1901,1,B2,0,03/02/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3976,50, ,B2,44 MILFORD STREET, ,11208,2,0,2,1667,1536,1910,1,B2,625000,09/09/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3977,26, ,B2,222 VAN SICLEN AVENUE, ,11207,2,0,2,2500,1602,1910,1,B2,790000,05/22/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3978,9, ,B2,223 VAN SICLEN AVENUE, ,11207,2,0,2,2525,1468,1910,1,B2,580000,04/05/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3978,26, ,B1,288 HENDRIX STREET, ,11207,2,0,2,2500,1674,1935,1,B1,0,09/23/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3978,31, ,B2,304 HENDRIX STREET, ,11207,2,0,2,2500,1200,1899,1,B2,0,08/08/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3978,31, ,B2,304 HENDRIX STREET, ,11207,2,0,2,2500,1200,1899,1,B2,380000,08/08/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3979,3, ,B2,305 HENDRIX STREET, ,11207,2,0,2,1875,1080,1910,1,B2,425000,08/21/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3979,5, ,B2,299 HENDRIX STREET, ,11207,2,0,2,2500,1120,1910,1,B2,498200,10/26/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3979,6, ,B2,293 HENDRIX STREET, ,11207,2,0,2,5000,1824,1910,1,B2,649000,07/13/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3979,25, ,B2,254 SCHENCK AVENUE, ,11207,2,0,2,2500,1410,1910,1,B2,250000,11/07/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3980,34, ,B1,585 GLENMORE AVENUE, ,11207,2,0,2,1875,2250,2006,1,B1,650000,09/30/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3981,30, ,B1,617 GLENMORE AVENUE, ,11207,2,0,2,2500,3015,2003,1,B1,0,11/10/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3982,13, ,B2,614 LIBERTY AVENUE, ,11207,2,0,2,2500,1600,1910,1,B2,530000,06/29/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3982,17, ,B2,626 LIBERTY AVENUE, ,11207,2,0,2,2500,1540,1901,1,B2,400000,04/26/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3982,20, ,B2,336 WARWICK STREET, ,11207,2,0,2,2500,1776,1910,1,B2,0,04/10/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3984,103, ,B2,293 ASHFORD STREET, ,11207,2,0,2,1890,2310,2003,1,B2,10,10/28/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3985,13, ,B2,678 LIBERTY AVENUE, ,11208,2,0,2,2500,1744,1910,1,B2,0,03/30/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3988,6, ,B2,345 ESSEX ST, ,11208,2,0,2,1783,1666,1910,1,B2,2000,11/23/2016
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3988,7, ,B2,343 ESSEX STREET, ,11208,2,0,2,1783,1666,1910,1,B2,700000,04/21/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3991,7, ,B2,115 ATKINS AVE, ,11208,2,0,2,2500,2500,1935,1,B2,499500,10/12/2016
